0.96	0.01    0	5E-03
1.69	0.02    6.4E-02	5E-03
1.75	0.02    3.34E-01	7E-03
1.77	0.02    5.98E-01	8E-03
1.79	0.02    8.72E-01	9E-03
1.80	0.02    1.14	1E-02
1.80	0.02    1.40	1E-02
1.81	0.02    1.67	1E-02
1.82	0.02    1.93	1E-02
1.82	0.02    2.22	2E-02
1.83	0.02    2.47	2E-02
1.83	0.02    2.76	2E-02
1.84	0.02    3.01	2E-02
1.84	0.02    3.30	2E-02
1.84	0.02    3.56	2E-02
1.85	0.02    3.84	2E-02
1.85	0.02    4.11	3E-02
1.85	0.02    4.38	3E-02
1.86	0.02    4.64	3E-02
1.86	0.02    4.92	3E-02
