0.000	5	0.96	0.01
64	5	1.69	0.02
334	7	1.75	0.02
598	8	1.77	0.02
872	9	1.79	0.02
1.14E3	1e1	1.80	0.02
1.40E3	1e1	1.80	0.02
1.67E3	1e1	1.81	0.02
1.93E3	1e1	1.82	0.02
2.22E3	2e1	1.82	0.02
2.47E3	2e1	1.83	0.02
2.76E3	2e1	1.83	0.02
3.01E3	2e1	1.84	0.02
3.30E3	2e1	1.84	0.02
3.56E3	2e1	1.84	0.02
3.84E3	2e1	1.85	0.02
4.11E3	3e1	1.85	0.02
4.38E3	3e1	1.85	0.02
4.64E3	3e1	1.86	0.02
4.92E3	3e1	1.86	0.02
